date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:56	722987/722987	---M--	200	added ('OK')	image/svg+xml	etag:%221e0d00-b082b-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-brands-400.svg	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:28:57	188560/188560	---M--	200	added ('OK')	font/woff2	etag:%221e0d30-2e090-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-duotone-900.woff2	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:28:58	572078/572078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e0d31-8baae-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-duotone-900d41d.eot?	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-duotone-900d41dd41d.eot	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:28:58	268072/268072	---M--	200	added ('OK')	font/woff	etag:%221e0d2f-41728-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-duotone-900.woff	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:28:59	571780/571780	---M--	200	added ('OK')	font/ttf	etag:%221e0d2e-8b984-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-duotone-900.ttf	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:29:02	190440/190440	---M--	200	added ('OK')	font/woff2	etag:%221e0d36-2e7e8-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-light-300.woff2	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:29:02	495342/495342	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e0d32-78eee-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-light-300.eot	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:29:02	495342/495342	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e0d37-78eee-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-light-300d41d.eot?	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-light-300d41dd41d.eot	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:29:02	2621299/2621299	---M--	200	added ('OK')	image/svg+xml	etag:%221e0d2d-27ff73-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-duotone-900.svg	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:29:03	252876/252876	---M--	200	added ('OK')	font/woff	etag:%221e0d35-3dbcc-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-light-300.woff	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
16:29:03	495060/495060	---M--	200	added ('OK')	font/ttf	etag:%221e0d34-78dd4-61fc70e5a0f00%22	https://brand-image.co.in/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/Brand%20Image/brand-image.co.in/assets/fonts/fa-light-300.ttf	(from https://brand-image.co.in/assets/css/fontawesome.min.css)
